customer_id,Final_Cluster
5766,Pet lovers
5767,College students
5768,Karens
5769,Vegetarians
5770,Karens
5771,Karens
5773,Demanding foodies
5774,Pet lovers
5775,Demanding foodies
5776,Karens
5779,Vegetarians
5780,Demanding foodies
5781,Tech enthusiasts
5782,Large families
5783,Vegetarians
5784,Tech enthusiasts
5785,Karens
5786,High spenders
5787,Promo Hunters
5788,Large families
5790,Pet lovers
5791,Karens
5793,Pet lovers
5794,Pet lovers
5795,Demanding foodies
5796,Karens
5797,High spenders
5798,High spenders
5799,Pet lovers
5800,Demanding foodies
5801,Large families
5802,Pet lovers
5803,Promo Hunters
5804,Promo Hunters
5807,Tech enthusiasts
5808,Promo Hunters
5809,Large families
5810,High spenders
5811,High spenders
5812,Vegetarians
5813,Demanding foodies
5814,Large families
5815,Pet lovers
5817,Vegetarians
5818,Promo Hunters
5819,Vegetarians
5820,Karens
5821,Karens
5822,Karens
5824,Promo Hunters
5825,Vegetarians
5826,Karens
5827,Promo Hunters
5830,High spenders
5831,Vegetarians
5832,Promo Hunters
5835,Large families
5836,Promo Hunters
5837,Vegetarians
5838,Vegetarians
5839,Karens
5842,Promo Hunters
5844,Vegetarians
5845,Tech enthusiasts
5846,High spenders
5847,Large families
5848,Vegetarians
5849,Karens
5850,Promo Hunters
5852,Vegetarians
5853,Demanding foodies
5854,High spenders
5855,Vegetarians
5856,Pet lovers
5858,Vegetarians
5859,High spenders
5860,Large families
5861,Promo Hunters
5862,Karens
5863,High spenders
5864,Large families
5865,Vegetarians
5866,Large families
5867,Promo Hunters
5868,Vegetarians
5869,High spenders
5870,Karens
5871,Demanding foodies
5872,Pet lovers
5875,High spenders
5876,Large families
5877,Large families
5878,High spenders
5879,Vegetarians
5880,Promo Hunters
5881,Vegetarians
5882,Vegetarians
5883,High spenders
5884,Large families
5885,Vegetarians
5886,High spenders
5887,Pet lovers
5888,Vegetarians
5889,Pet lovers
5891,Demanding foodies
5892,Tech enthusiasts
5893,Large families
5894,Demanding foodies
5895,Pet lovers
5896,Demanding foodies
5898,Tech enthusiasts
5899,Vegetarians
5900,Vegetarians
5901,Pet lovers
5902,Demanding foodies
5903,Large families
5905,Demanding foodies
5906,Promo Hunters
5907,Karens
5908,High spenders
5910,Pet lovers
5911,Large families
5912,Large families
5913,Karens
5914,Large families
5915,Vegetarians
5917,Demanding foodies
5918,High spenders
5919,Large families
5920,Vegetarians
5921,Large families
5922,Large families
5924,Karens
5925,Large families
5926,High spenders
5927,Large families
5928,Promo Hunters
5929,Karens
5930,Pet lovers
5931,High spenders
5932,Demanding foodies
5933,Vegetarians
5934,Karens
5935,High spenders
5936,Pet lovers
5937,Vegetarians
5938,Karens
5939,Vegetarians
5940,Promo Hunters
5941,Pet lovers
5942,Promo Hunters
5943,Demanding foodies
5944,Karens
5945,Large families
5946,Demanding foodies
5947,High spenders
5950,High spenders
5951,Promo Hunters
5952,Karens
5953,Promo Hunters
5954,Karens
5955,Tech enthusiasts
5956,High spenders
5957,Tech enthusiasts
5958,Large families
5959,Pet lovers
5961,Large families
5963,Large families
5964,Tech enthusiasts
5965,Promo Hunters
5966,Promo Hunters
5967,Large families
5968,Demanding foodies
5969,Large families
5970,Vegetarians
5971,Demanding foodies
5972,College students
5973,High spenders
5974,Vegetarians
5975,Karens
5976,Karens
5977,Vegetarians
5978,High spenders
5980,Promo Hunters
5981,Promo Hunters
5982,High spenders
5984,Tech enthusiasts
5987,Vegetarians
5988,Vegetarians
5989,Demanding foodies
5990,Tech enthusiasts
5991,Vegetarians
5992,Karens
5993,Promo Hunters
5994,Vegetarians
5995,Promo Hunters
5996,Karens
5997,Large families
5998,Pet lovers
5999,Promo Hunters
6001,High spenders
6003,Promo Hunters
6004,Pet lovers
6005,Pet lovers
6007,Karens
6008,Large families
6009,Vegetarians
6010,Karens
6011,Vegetarians
6012,Large families
6013,Karens
6014,Karens
6017,Karens
6018,Demanding foodies
6019,Large families
6020,Large families
6021,Karens
6022,Vegetarians
6023,Promo Hunters
6024,Tech enthusiasts
6025,Demanding foodies
6026,Karens
6027,Karens
6029,Large families
6030,Pet lovers
6031,Karens
6032,High spenders
6033,Tech enthusiasts
6034,Promo Hunters
6035,Vegetarians
6037,Pet lovers
6039,Karens
6042,Demanding foodies
6043,Pet lovers
6044,Promo Hunters
6045,Vegetarians
6047,Vegetarians
6050,Promo Hunters
6052,Promo Hunters
6053,Vegetarians
6054,Large families
6055,Karens
6057,Demanding foodies
6058,Pet lovers
6059,Demanding foodies
6060,Promo Hunters
6062,Karens
6063,Large families
6064,Vegetarians
6065,Large families
6066,Large families
6068,Pet lovers
6069,Large families
6070,Pet lovers
6071,Karens
6072,Karens
6073,Tech enthusiasts
6075,Karens
6077,High spenders
6079,Promo Hunters
6080,Vegetarians
6082,Pet lovers
6083,Demanding foodies
6084,Large families
6085,High spenders
6086,High spenders
6087,Pet lovers
6088,Vegetarians
6089,Tech enthusiasts
6090,Karens
6091,Karens
6092,Vegetarians
6093,Pet lovers
6094,Large families
6096,Tech enthusiasts
6097,Pet lovers
6098,Demanding foodies
6099,Large families
6100,Demanding foodies
6101,Demanding foodies
6102,High spenders
6103,Vegetarians
6104,High spenders
6105,Pet lovers
6106,Promo Hunters
6107,Karens
6108,Promo Hunters
6109,Demanding foodies
6110,College students
6111,High spenders
6112,Large families
6114,Vegetarians
6115,Karens
6116,Tech enthusiasts
6117,Large families
6118,Large families
6119,High spenders
6120,High spenders
6122,Karens
6124,Promo Hunters
6125,Pet lovers
6126,Vegetarians
6128,Large families
6129,Karens
6130,Vegetarians
6132,Demanding foodies
6133,Karens
6135,Karens
6136,Demanding foodies
6137,Tech enthusiasts
6138,Karens
6140,Large families
6141,Pet lovers
6142,Large families
6143,Vegetarians
6145,Vegetarians
6146,Vegetarians
6147,Pet lovers
6148,Large families
6149,Vegetarians
6150,Large families
6151,Vegetarians
6152,Demanding foodies
6154,Large families
6155,Demanding foodies
6156,Large families
6157,Promo Hunters
6158,Demanding foodies
6160,Vegetarians
6162,Vegetarians
6163,Promo Hunters
6164,Pet lovers
6165,Vegetarians
6166,High spenders
6167,Vegetarians
6168,Karens
6169,Pet lovers
6170,High spenders
6172,Karens
6174,Pet lovers
6175,Large families
6176,High spenders
6179,Karens
6180,High spenders
6181,Pet lovers
6182,Demanding foodies
6184,Promo Hunters
6186,Vegetarians
6187,College students
6188,Demanding foodies
6191,Promo Hunters
6192,Karens
6193,Vegetarians
6194,Demanding foodies
6195,Large families
6196,Karens
6197,Large families
6199,Large families
6200,High spenders
6201,Vegetarians
6202,Vegetarians
6203,Karens
6204,Large families
6205,Pet lovers
6208,Large families
6209,Karens
6210,Demanding foodies
6211,High spenders
6212,College students
6213,Vegetarians
6214,College students
6215,Demanding foodies
6216,Pet lovers
6218,Large families
6219,Promo Hunters
6221,Large families
6222,Pet lovers
6223,Karens
6224,Pet lovers
6225,Promo Hunters
6226,Promo Hunters
6227,Large families
6228,Large families
6230,Large families
6232,Karens
6233,Demanding foodies
6237,Large families
6238,Pet lovers
6239,Pet lovers
6240,Karens
6242,Vegetarians
6243,Large families
6244,Large families
6245,College students
6246,Pet lovers
6247,Large families
6248,Karens
6249,Large families
6250,Karens
6251,Demanding foodies
6253,College students
6254,Demanding foodies
6256,Demanding foodies
6257,Karens
6258,Pet lovers
6259,Vegetarians
6260,Pet lovers
6261,Demanding foodies
6262,Vegetarians
6263,Large families
6264,Vegetarians
6265,Tech enthusiasts
6266,Vegetarians
6267,Pet lovers
6268,Demanding foodies
6269,Tech enthusiasts
6270,Tech enthusiasts
6273,Large families
6274,High spenders
6275,Karens
6276,Demanding foodies
6277,Demanding foodies
6278,Large families
6280,Vegetarians
6281,Demanding foodies
6283,Pet lovers
6284,Pet lovers
6285,High spenders
6286,Large families
6287,Vegetarians
6288,Vegetarians
6289,Large families
6290,High spenders
6291,Large families
6292,Vegetarians
6293,Large families
6294,High spenders
6295,Karens
6296,Promo Hunters
6297,Pet lovers
6298,Large families
6299,High spenders
6300,Tech enthusiasts
6301,Large families
6303,Vegetarians
6304,Karens
6305,Karens
6306,Large families
6308,Promo Hunters
6309,Karens
6310,Vegetarians
6311,High spenders
6312,High spenders
6313,Large families
6314,Pet lovers
6315,High spenders
6316,Vegetarians
6319,Karens
6320,Large families
6321,High spenders
6323,Vegetarians
6324,Vegetarians
6325,Karens
6326,Large families
6327,Vegetarians
6328,Karens
6329,Pet lovers
6330,High spenders
6331,Demanding foodies
6332,High spenders
6333,High spenders
6334,Demanding foodies
6335,High spenders
6336,Demanding foodies
6337,Vegetarians
6339,Large families
6340,Demanding foodies
6341,Vegetarians
6343,Promo Hunters
6345,Promo Hunters
6346,High spenders
6347,Large families
6348,Karens
6349,Promo Hunters
6350,Vegetarians
6351,Large families
6352,High spenders
6353,Karens
6355,High spenders
6356,Karens
6357,Karens
6358,Karens
6361,Demanding foodies
6362,Karens
6363,High spenders
6364,Karens
6365,High spenders
6366,High spenders
6367,Promo Hunters
6368,Demanding foodies
6369,Large families
6370,Karens
6371,Promo Hunters
6372,Demanding foodies
6373,College students
6374,Karens
6375,Large families
6377,Karens
6378,High spenders
6379,Karens
6380,Promo Hunters
6381,Large families
6382,Vegetarians
6384,High spenders
6386,Vegetarians
6388,High spenders
6389,Demanding foodies
6391,Large families
6392,High spenders
6394,Large families
6395,Vegetarians
6396,Demanding foodies
6398,High spenders
6399,High spenders
6400,Tech enthusiasts
6401,Large families
6402,Karens
6404,Karens
6405,Large families
6406,Vegetarians
6408,Demanding foodies
6409,College students
6410,Large families
6411,Demanding foodies
6412,Large families
6413,Large families
6414,Large families
6415,Vegetarians
6416,Vegetarians
6417,Pet lovers
6418,Promo Hunters
6419,Large families
6420,Karens
6421,Promo Hunters
6423,Promo Hunters
6425,Large families
6429,Pet lovers
6430,Large families
6432,Pet lovers
6435,Large families
6437,Demanding foodies
6438,High spenders
6439,Large families
6440,High spenders
6442,Vegetarians
6443,Large families
6444,Large families
6445,Promo Hunters
6446,Karens
6447,High spenders
6448,Karens
6449,High spenders
6451,Karens
6452,Karens
6453,High spenders
6454,Promo Hunters
6455,Karens
6456,Promo Hunters
6458,Large families
6459,Tech enthusiasts
6460,Large families
6461,Demanding foodies
6462,Pet lovers
6463,High spenders
6464,Promo Hunters
6465,Demanding foodies
6466,Demanding foodies
6467,Tech enthusiasts
6468,High spenders
6469,Demanding foodies
6470,Promo Hunters
6471,Karens
6473,Vegetarians
6474,Demanding foodies
6475,High spenders
6476,College students
6477,High spenders
6480,Pet lovers
6481,Karens
6482,High spenders
6484,Large families
6485,Karens
6486,Large families
6487,High spenders
6489,Promo Hunters
6490,Karens
6491,Demanding foodies
6492,Karens
6493,Large families
6494,Large families
6495,Tech enthusiasts
6496,Large families
6497,Demanding foodies
6498,Karens
6499,Pet lovers
6501,Demanding foodies
6502,Karens
6503,Karens
6504,Promo Hunters
6505,Pet lovers
6506,Promo Hunters
6507,Tech enthusiasts
6508,High spenders
6509,Demanding foodies
6510,Pet lovers
6511,High spenders
6512,Pet lovers
6513,Karens
6514,High spenders
6517,Demanding foodies
6518,Karens
6520,Large families
6521,Demanding foodies
6522,Large families
6523,Karens
6524,High spenders
6525,Karens
6526,Demanding foodies
6527,Karens
6528,High spenders
6529,Vegetarians
6530,Large families
6531,Pet lovers
6533,Tech enthusiasts
6535,Pet lovers
6537,High spenders
6538,Demanding foodies
6539,Demanding foodies
6541,Tech enthusiasts
6542,Demanding foodies
6543,Demanding foodies
6544,High spenders
6545,Karens
6546,Karens
6547,High spenders
6548,High spenders
6549,Large families
6550,Karens
6551,Pet lovers
6552,College students
6553,Karens
6554,Large families
6555,Large families
6556,Large families
6558,Pet lovers
6560,High spenders
6561,Karens
6562,Large families
6564,Large families
6565,Vegetarians
6566,Promo Hunters
6567,Large families
6568,Demanding foodies
6569,Vegetarians
6570,Promo Hunters
6571,Demanding foodies
6572,Demanding foodies
6573,Vegetarians
6575,Pet lovers
6577,Promo Hunters
6578,Karens
6580,Promo Hunters
6581,Vegetarians
6582,Karens
6584,Large families
6585,Vegetarians
6586,Vegetarians
6588,Karens
6589,Pet lovers
6590,Demanding foodies
6591,Large families
6592,Large families
6595,Large families
6596,Vegetarians
6598,Vegetarians
6599,High spenders
6600,Large families
6602,Demanding foodies
6603,Promo Hunters
6604,Karens
6605,Promo Hunters
6607,High spenders
6608,High spenders
6609,College students
6610,Large families
6611,Vegetarians
6612,Promo Hunters
6613,Demanding foodies
6614,Karens
6616,Karens
6618,Karens
6619,Large families
6620,Demanding foodies
6621,Demanding foodies
6622,Large families
6623,High spenders
6624,Demanding foodies
6625,College students
6627,Large families
6628,High spenders
6629,Karens
6630,Promo Hunters
6631,High spenders
6632,Vegetarians
6633,Pet lovers
6634,Large families
6635,Pet lovers
6636,Tech enthusiasts
6637,Vegetarians
6639,Demanding foodies
6640,High spenders
6641,Tech enthusiasts
6642,Tech enthusiasts
6643,Pet lovers
6644,Large families
6645,Large families
6646,College students
6647,Pet lovers
6648,Large families
6649,High spenders
6650,Karens
6651,Karens
6652,Large families
6653,Pet lovers
6654,Demanding foodies
6655,Pet lovers
6656,Vegetarians
6657,College students
6658,College students
6659,Demanding foodies
6660,High spenders
6661,Vegetarians
6662,Karens
6663,Large families
6664,Large families
6665,Karens
6666,Large families
6667,Large families
6670,Promo Hunters
6671,Vegetarians
6672,Demanding foodies
6673,Vegetarians
6674,Promo Hunters
6675,Pet lovers
6676,High spenders
6677,Promo Hunters
6678,Large families
6679,Vegetarians
6680,Large families
6681,High spenders
6683,Karens
6685,High spenders
6686,Promo Hunters
6688,Vegetarians
6689,Pet lovers
6690,Demanding foodies
6691,College students
6694,Karens
6695,Vegetarians
6696,Demanding foodies
6698,Tech enthusiasts
6700,High spenders
6701,Vegetarians
6702,High spenders
6703,Large families
6705,Karens
6707,Karens
6708,Karens
6709,Large families
6710,Vegetarians
6712,Vegetarians
6713,Karens
6714,Karens
6715,Demanding foodies
6716,High spenders
6717,Large families
6718,College students
6719,Karens
6720,Karens
6721,Pet lovers
6722,Large families
6723,High spenders
6724,Pet lovers
6725,Vegetarians
6726,Pet lovers
6728,Large families
6729,Large families
6730,Karens
6731,Pet lovers
6732,Large families
6733,Pet lovers
6734,Karens
6735,Tech enthusiasts
6736,Karens
6737,Karens
6738,Promo Hunters
6739,Pet lovers
6740,Vegetarians
6741,Large families
6742,High spenders
6743,Karens
6744,Large families
6745,Pet lovers
6746,High spenders
6747,High spenders
6748,Pet lovers
6749,Tech enthusiasts
6750,High spenders
6751,Vegetarians
6752,High spenders
6753,Large families
6754,Demanding foodies
6755,Pet lovers
6756,Vegetarians
6757,Promo Hunters
6758,Vegetarians
6760,Demanding foodies
6761,Large families
6762,Vegetarians
6763,Vegetarians
6764,Demanding foodies
6765,High spenders
6766,High spenders
6767,Vegetarians
6768,High spenders
6769,Large families
6770,Vegetarians
6771,Vegetarians
6772,Demanding foodies
6773,Large families
6774,Large families
6776,Karens
6777,Demanding foodies
6778,High spenders
6780,Large families
6781,Karens
6782,Demanding foodies
6783,Demanding foodies
6784,Vegetarians
6786,Large families
6788,High spenders
6789,Large families
6790,Karens
6791,Large families
6792,High spenders
6793,Vegetarians
6794,Vegetarians
6795,Large families
6796,Karens
6797,High spenders
6798,Demanding foodies
6799,Vegetarians
6800,Karens
6801,Demanding foodies
6802,High spenders
6803,Demanding foodies
6804,Pet lovers
6805,Pet lovers
6806,College students
6807,Demanding foodies
6808,Pet lovers
6809,Large families
6810,Karens
6811,Large families
6812,Demanding foodies
6813,Vegetarians
6814,Vegetarians
6816,Karens
6817,Demanding foodies
6818,Pet lovers
6819,Promo Hunters
6820,Promo Hunters
6821,Vegetarians
6822,Pet lovers
6824,Large families
6825,Demanding foodies
6826,High spenders
6827,Large families
6828,High spenders
6829,Promo Hunters
6830,Large families
6832,Large families
6834,Karens
6835,Large families
6836,Tech enthusiasts
6838,Vegetarians
6839,Large families
6840,Karens
6841,Karens
6842,High spenders
6843,High spenders
6844,Large families
6845,High spenders
6846,High spenders
6847,Karens
6848,Demanding foodies
6849,Demanding foodies
6850,High spenders
6852,Tech enthusiasts
6853,Tech enthusiasts
6854,Karens
6855,Vegetarians
6859,Large families
6860,High spenders
6861,Karens
6862,Tech enthusiasts
6863,Demanding foodies
6864,Tech enthusiasts
6865,Large families
6866,Large families
6867,Large families
6868,Demanding foodies
6869,Tech enthusiasts
6870,Large families
6871,Vegetarians
6876,Demanding foodies
6877,Karens
6878,High spenders
6879,Demanding foodies
6881,Karens
6882,Pet lovers
6883,Promo Hunters
6884,Large families
6885,High spenders
6886,Pet lovers
6888,Vegetarians
6889,Large families
6890,Karens
6891,Vegetarians
6892,High spenders
6894,Large families
6895,Vegetarians
6896,Large families
6897,Large families
6898,High spenders
6899,Promo Hunters
6900,Demanding foodies
6901,Tech enthusiasts
6902,Demanding foodies
6904,Demanding foodies
6905,Karens
6906,Demanding foodies
6907,Demanding foodies
6908,High spenders
6909,Tech enthusiasts
6910,Karens
6911,Karens
6912,Demanding foodies
6913,Karens
6914,Karens
6915,Large families
6916,High spenders
6917,Vegetarians
6918,Large families
6919,Demanding foodies
6920,High spenders
6921,Vegetarians
6922,Large families
6923,Promo Hunters
6924,College students
6925,Demanding foodies
6926,Vegetarians
6927,Karens
6928,Demanding foodies
6929,Vegetarians
6930,Demanding foodies
6931,Vegetarians
6932,Tech enthusiasts
6933,Large families
6935,Pet lovers
6936,Promo Hunters
6937,Vegetarians
6938,Demanding foodies
6939,Large families
6940,High spenders
6941,Pet lovers
6942,High spenders
6944,Large families
6945,Promo Hunters
6946,Demanding foodies
6948,Large families
6949,Karens
6950,Vegetarians
6951,Large families
6952,Large families
6953,Vegetarians
6954,Large families
6955,Demanding foodies
6956,Vegetarians
6957,Karens
6958,Vegetarians
6959,Large families
6960,Large families
6961,Promo Hunters
6962,Tech enthusiasts
6963,Karens
6964,Vegetarians
6965,Vegetarians
6968,Promo Hunters
6969,Karens
6970,Large families
6971,College students
6972,Karens
6973,Karens
6974,Large families
6975,Vegetarians
6976,Large families
6977,Large families
6978,Pet lovers
6979,Promo Hunters
6980,Promo Hunters
6981,Pet lovers
6982,Large families
6983,College students
6984,Vegetarians
6985,Promo Hunters
6986,Pet lovers
6987,Vegetarians
6989,Demanding foodies
6990,Demanding foodies
6991,College students
6992,Karens
6993,Demanding foodies
6996,Karens
6997,Vegetarians
6998,Vegetarians
6999,High spenders
7000,Large families
7001,Pet lovers
7002,Vegetarians
7003,Karens
7004,Large families
7005,Vegetarians
7007,Promo Hunters
7008,Karens
7009,Large families
7010,Large families
7011,Vegetarians
7013,Pet lovers
7014,Vegetarians
7015,Vegetarians
7016,Promo Hunters
7017,Tech enthusiasts
7019,Pet lovers
7020,Vegetarians
7021,College students
7022,Karens
7023,Large families
7024,Vegetarians
7025,Large families
7026,Pet lovers
7027,Large families
7028,Pet lovers
7029,Large families
7030,High spenders
7031,High spenders
7032,Karens
7034,Large families
7035,Large families
7036,Demanding foodies
7037,High spenders
7038,Large families
7039,High spenders
7040,High spenders
7041,Demanding foodies
7042,Vegetarians
7043,Demanding foodies
7044,Pet lovers
7045,Large families
7046,High spenders
7047,Demanding foodies
7048,Pet lovers
7049,Demanding foodies
7050,High spenders
7051,High spenders
7052,Promo Hunters
7053,Pet lovers
7054,Large families
7056,Large families
7057,Vegetarians
7058,Vegetarians
7059,Karens
7060,Promo Hunters
7061,Demanding foodies
7063,Karens
7064,Vegetarians
7065,Pet lovers
7066,Karens
7067,Karens
7068,High spenders
7069,Promo Hunters
7070,Large families
7071,Pet lovers
7073,Vegetarians
7075,Promo Hunters
7076,Vegetarians
7077,Large families
7078,Promo Hunters
7079,High spenders
7080,Pet lovers
7081,Vegetarians
7082,Large families
7083,Tech enthusiasts
7084,Tech enthusiasts
7085,High spenders
7088,High spenders
7089,High spenders
7090,Promo Hunters
7091,Vegetarians
7092,Vegetarians
7093,Vegetarians
7094,Promo Hunters
7095,Promo Hunters
7096,Large families
7097,Karens
7098,High spenders
7099,Pet lovers
7100,Karens
7101,Pet lovers
7102,Karens
7103,Demanding foodies
7104,Large families
7105,Promo Hunters
7106,High spenders
7107,Large families
7108,Demanding foodies
7110,Karens
7111,Karens
7112,Vegetarians
7113,Vegetarians
7114,High spenders
7115,Large families
7116,Demanding foodies
7118,Pet lovers
7119,Demanding foodies
7120,Vegetarians
7121,High spenders
7122,Tech enthusiasts
7123,Demanding foodies
7124,Karens
7125,Vegetarians
7126,Karens
7127,Large families
7128,High spenders
7129,Demanding foodies
7130,Karens
7131,Large families
7132,Demanding foodies
7133,Pet lovers
7134,Karens
7135,Large families
7136,Promo Hunters
7137,College students
7138,High spenders
7139,High spenders
7141,Promo Hunters
7142,Large families
7143,Vegetarians
7144,Large families
7145,Karens
7146,Tech enthusiasts
7147,Karens
7148,Vegetarians
7150,Demanding foodies
7151,Demanding foodies
7152,Vegetarians
7153,Karens
7154,High spenders
7155,Promo Hunters
7156,Tech enthusiasts
7157,Large families
7158,Vegetarians
7159,Promo Hunters
7160,Karens
7161,Demanding foodies
7162,Karens
7164,Tech enthusiasts
7165,Demanding foodies
7166,Demanding foodies
7167,Promo Hunters
7168,Vegetarians
7169,Vegetarians
7170,Karens
7171,Demanding foodies
7172,Large families
7174,Demanding foodies
7175,Large families
7176,Pet lovers
7177,Promo Hunters
7179,High spenders
7180,Large families
7181,Tech enthusiasts
7182,Vegetarians
7183,High spenders
7184,Demanding foodies
7185,Karens
7186,Large families
7187,Vegetarians
7188,Vegetarians
7189,Pet lovers
7191,Vegetarians
7193,Vegetarians
7194,Tech enthusiasts
7195,Vegetarians
7197,Large families
7199,Large families
7202,Tech enthusiasts
7203,High spenders
7204,College students
7205,Vegetarians
7206,Vegetarians
7207,Vegetarians
7209,Demanding foodies
7210,Demanding foodies
7211,Karens
7212,Karens
7214,Large families
7215,Large families
7216,Karens
7217,Large families
7218,Karens
7219,High spenders
7220,Demanding foodies
7221,Pet lovers
7223,Promo Hunters
7224,High spenders
7225,Large families
7226,High spenders
7227,Karens
7229,Large families
7230,High spenders
7233,Large families
7234,Promo Hunters
7235,Vegetarians
7238,Karens
7239,Karens
7240,High spenders
7241,Large families
7242,Large families
7243,Vegetarians
7244,Pet lovers
7246,Promo Hunters
7247,Large families
7249,Demanding foodies
7250,Vegetarians
7251,Large families
7252,Large families
7253,Demanding foodies
7254,Karens
7255,High spenders
7256,Promo Hunters
7257,Vegetarians
7258,High spenders
7259,High spenders
7260,High spenders
7261,Demanding foodies
7262,Pet lovers
7263,Tech enthusiasts
7264,Karens
7265,Demanding foodies
7266,Vegetarians
7267,Promo Hunters
7269,Vegetarians
7270,High spenders
7271,Pet lovers
7272,High spenders
7273,Karens
7274,College students
7275,Pet lovers
7276,High spenders
7277,High spenders
7278,Demanding foodies
7279,Large families
7280,Pet lovers
7281,Vegetarians
7282,Promo Hunters
7283,Promo Hunters
7284,Karens
7285,Vegetarians
7286,Large families
7287,Vegetarians
7288,Large families
7289,Promo Hunters
7290,Karens
7291,Vegetarians
7292,High spenders
7294,Vegetarians
7296,College students
7298,Pet lovers
7299,Vegetarians
7300,Large families
7302,Vegetarians
7303,Vegetarians
7305,Promo Hunters
7306,Vegetarians
7307,Large families
7308,Large families
7309,Large families
7310,Karens
7311,Large families
7312,High spenders
7313,Demanding foodies
7314,Demanding foodies
7316,Vegetarians
7317,Large families
7318,High spenders
7319,Karens
7320,Large families
7321,Large families
7322,Pet lovers
7325,High spenders
7326,Demanding foodies
7327,Large families
7328,Tech enthusiasts
7329,Demanding foodies
7330,Demanding foodies
7331,High spenders
7332,High spenders
7335,Large families
7336,Vegetarians
7337,Vegetarians
7338,Vegetarians
7341,Large families
7342,Pet lovers
7343,Large families
7344,Tech enthusiasts
7345,College students
7346,Promo Hunters
7347,Promo Hunters
7349,High spenders
7350,Promo Hunters
7352,Karens
7353,Promo Hunters
7354,High spenders
7355,Karens
7356,Pet lovers
7357,Tech enthusiasts
7359,Tech enthusiasts
7360,Karens
7361,Promo Hunters
7362,Demanding foodies
7364,College students
7365,Tech enthusiasts
7367,Promo Hunters
7368,Tech enthusiasts
7369,Promo Hunters
7370,Vegetarians
7371,Vegetarians
7372,High spenders
7373,Tech enthusiasts
7376,Karens
7377,Large families
7378,Vegetarians
7379,Large families
7381,Karens
7382,Demanding foodies
7383,Vegetarians
7384,Demanding foodies
7385,Large families
7386,Vegetarians
7387,Vegetarians
7388,Karens
7389,High spenders
7390,Tech enthusiasts
7392,Karens
7393,High spenders
7395,Promo Hunters
7396,Vegetarians
7397,Promo Hunters
7398,Karens
7399,Pet lovers
7400,Promo Hunters
7401,College students
7402,High spenders
7403,High spenders
7404,Karens
7405,Large families
7406,Pet lovers
7407,Large families
7408,Karens
7409,Promo Hunters
7410,Large families
7411,College students
7412,High spenders
7413,Tech enthusiasts
7414,Large families
7415,Pet lovers
7416,Promo Hunters
7417,Promo Hunters
7418,Tech enthusiasts
7419,Vegetarians
7420,Vegetarians
7421,Demanding foodies
7422,Karens
7423,College students
7424,Pet lovers
7425,Pet lovers
7426,College students
7427,Vegetarians
7428,High spenders
7429,Karens
7430,Vegetarians
7431,Large families
7432,Large families
7433,Vegetarians
7434,Karens
7435,College students
7436,Large families
7437,College students
7438,Pet lovers
7439,Demanding foodies
7440,Karens
7442,High spenders
7443,Demanding foodies
7444,Demanding foodies
7447,Promo Hunters
7449,Promo Hunters
7450,Large families
7451,High spenders
7452,Promo Hunters
7454,Promo Hunters
7455,Tech enthusiasts
7456,Vegetarians
7457,Large families
7459,Karens
7460,Promo Hunters
7461,Vegetarians
7462,Vegetarians
7463,Promo Hunters
7464,Vegetarians
7465,Vegetarians
7466,Large families
7467,Karens
7468,Promo Hunters
7470,Pet lovers
7471,High spenders
7472,Karens
7473,Tech enthusiasts
7474,Promo Hunters
7475,High spenders
7476,Demanding foodies
7477,Large families
7478,Pet lovers
7479,Pet lovers
7480,Tech enthusiasts
7481,Karens
7483,Promo Hunters
7486,Karens
7487,Tech enthusiasts
7488,Large families
7489,Large families
7490,Pet lovers
7491,Promo Hunters
7493,Karens
7494,Promo Hunters
7496,Demanding foodies
7497,College students
7498,Vegetarians
7499,Demanding foodies
7500,Vegetarians
7502,Large families
7503,Pet lovers
7504,Karens
7505,Large families
7506,Promo Hunters
7508,Vegetarians
7509,Pet lovers
7510,Large families
7511,Large families
7512,Large families
7513,Pet lovers
7514,Vegetarians
7515,Pet lovers
7516,High spenders
7517,Demanding foodies
7518,Promo Hunters
7519,High spenders
7520,Promo Hunters
7521,Vegetarians
7522,Pet lovers
7523,High spenders
7524,Large families
7525,Vegetarians
7526,Promo Hunters
7527,Promo Hunters
7530,Pet lovers
7531,Vegetarians
7532,Karens
7533,Karens
7534,Karens
7536,Karens
7537,High spenders
7538,High spenders
7539,Demanding foodies
7540,Karens
7541,Large families
7543,College students
7544,Large families
7545,Promo Hunters
7547,Vegetarians
7548,Vegetarians
7549,Demanding foodies
7550,Vegetarians
7551,Large families
7552,Vegetarians
7553,Vegetarians
7554,Pet lovers
7556,Vegetarians
7557,High spenders
7558,Pet lovers
7559,High spenders
7560,Pet lovers
7561,High spenders
7563,Promo Hunters
7564,High spenders
7565,Promo Hunters
7566,Vegetarians
7567,Promo Hunters
7568,Demanding foodies
7569,Demanding foodies
7570,Karens
7571,Vegetarians
7572,Promo Hunters
7573,Karens
7574,Vegetarians
7575,Pet lovers
7577,Demanding foodies
7578,Karens
7580,Promo Hunters
7581,Vegetarians
7582,Large families
7583,Karens
7584,Karens
7586,Promo Hunters
7587,High spenders
7588,Vegetarians
7589,Promo Hunters
7590,High spenders
7591,College students
7592,Vegetarians
7594,Large families
7595,Promo Hunters
7596,Tech enthusiasts
7597,Pet lovers
7598,Vegetarians
